ExAC_zScore_pLI	ExAC_zScore_indel	min_D_Frequency	gene_count	morbidGene_count
0	-0.571784532313866	-1.0	1	0
0	-0.315064675851174	-1.0	2	0
0	1.16190128823392	0.00164894	1	0
0	-10.0	-1.0	2	0
0	1.42287977291244	0.0	33	0
0	-2.53125239294469	0.00114332	8	2
0	0.2374855001932589	-1.0	1	0
1	0.2372952466676581	-1.0	1	0
2	-10.0	-1.0	3	2
0	0.0949077285507133	-1.0	2	1
5	0.310875533791074	-1.0	31	8
0	-10.0	0.08083229	1	0
1	-0.264244427434357	-1.0	1	0
1	-2.53125239294469	-1.0	1	0
0	-10.0	0.00230536	1	0
0	0.292047864708401	-1.0	2	1
0	-2.53125239294469	0.00299115	1	0
0	0.526241080798122	-1.0	3	1
0	-1.42287226885955	-1.0	2	0
1	-10.0	0.03395521	3	1
0	-10.0	-1.0	14	0
0	-10.0	-1.0	1	0
0	-10.0	0.00814617	28	0
0	0.0170764248512131	-1.0	14	1
0	0.4698985126088379	-1.0	3	0
35	1.40863121588177	-1.0	239	43
0	-10.0	0.00814617	30	0
0	-10.0	0.0	0	0
0	-10.0	0.04532828	1	0
1	0.21167380707342	-1.0	1	0
0	-10.0	0.00232645	1	0
1	-2.53125239294469	0.04411765	1	0
0	-10.0	-1.0	47	0
18	1.4091972596486202	-1.0	175	22
0	-10.0	0.02768919	23	0
0	-10.0	0.0	31	0
0	1.071537589513	0.00035411	1	0
1	0.376288903328824	-1.0	4	2
0	1.14725328656308	0.0	1	0
1	0.522964225852097	-1.0	1	0
0	-10.0	-1.0	1	0
0	-10.0	0.0	0	0
44	1.16249511429468	-1.0	475	61
6	0.621193019501797	-1.0	36	8
0	1.071537589513	0.00035411	1	0
0	0.456945298871824	-1.0	2	0
0	-0.281661370009459	-1.0	3	1
0	-10.0	0.0	30	0
4	-2.20556738605708	-1.0	89	5
1	0.623250488870679	0.00287022	1	0
2	0.989948705516919	-1.0	19	4
1	0.7012280022568009	-1.0	1	1
0	-10.0	0.0	0	0
3	-2.53125239294469	-1.0	38	4
0	-10.0	0.0	0	0
0	-10.0	-1.0	1	0
1	-0.23337501203107	-1.0	1	0
1	0.0807869530610784	-1.0	4	0
0	-10.0	0.0	0	0
0	-2.53125239294469	0.00203564	2	1
0	-10.0	0.00144439	8	0
1	0.276107196209042	-1.0	6	1
0	-10.0	0.0	0	0
0	-0.394193176188832	0.00040251	25	3
0	-10.0	0.0	0	0
0	0.51751392081614	-1.0	4	0
0	-10.0	0.00107991	1	1
1	0.33159762522310904	-1.0	2	1
0	-10.0	0.03496084	3	0
1	0.181596781643852	-1.0	1	1
0	-10.0	0.00217849	6	0
1	0.391080772473634	-1.0	2	0
2	-2.53125239294469	-1.0	4	1
0	0.0554819822061474	-1.0	2	0
0	-10.0	0.0010189	4	1
0	-10.0	0.0090154	11	0
0	-10.0	0.03232665	8	0
1	-10.0	0.16383845	2	1
3	0.397712598854602	-1.0	36	3
1	0.407765147230398	-1.0	4	0
0	-10.0	0.0	0	0
2	-10.0	-1.0	5	5
0	-10.0	0.03165887	21	0
150	1.99895766730255	-1.0	1453	163
74	1.69848117542375	-1.0	629	74
0	1.32464443842359	0.0	410	0
0	-10.0	0.00098202	3	0
10	-10.0	-1.0	28	12
24	1.75535958022164	-1.0	155	28
0	0.884788846564496	-1.0	9	0
0	-10.0	0.0	0	0
0	-10.0	0.0	3	0
0	-10.0	-1.0	7	0
0	-0.38369068003262297	-1.0	2	0
0	-10.0	0.02058651	4	0
1	-10.0	-1.0	1	0
203	2.05512270012396	-1.0	1562	212
1	1.4132192685444498	-1.0	2	1
1	-10.0	-1.0	5	1
21	1.85575794331124	-1.0	206	21
0	-10.0	0.0	0	0
1	0.9455292832652752	-1.0	4	1
26	1.3865979938356998	-1.0	200	28
1	-2.37304664162939	0.00016175	1	1
1	-10.0	0.16539408	2	1
0	-10.0	0.00138572	1	0
33	1.78737561126301	-1.0	333	38
1	-2.53125239294469	-1.0	1	0
1	-2.20556738605708	0.10534376	33	2
1	1.1249571748823302	-1.0	3	0
0	-10.0	0.0	0	0
0	0.0131166664218954	-1.0	1	0
1	-10.0	-1.0	5	2
0	-0.646605142763766	-1.0	3	0
0	-10.0	0.0	26	0
1	-10.0	0.01177794	2	0
1	0.0434459909331558	-1.0	2	1
0	-10.0	0.0	1	0
0	-10.0	-1.0	25	0
0	-10.0	0.02406001	2	0
0	-10.0	0.0	0	0
0	-10.0	-1.0	2	0
0	-10.0	0.0307947	1	0
0	-10.0	0.0	0	0
9	0.907478088332837	-1.0	52	9
0	-10.0	0.01497539	1	0
0	0.440689832265367	-1.0	2	1
24	-10.0	-1.0	115	26
43	1.85575794331124	-1.0	412	36
0	-10.0	0.00023923	1	0
0	-1.83657646193973	0.0	29	0
1	1.10389601923508	-1.0	1	1
0	-0.164520466895453	0.0	33	0
1	1.01592430401193	-1.0	2	0
0	-10.0	0.0	0	0
10	1.08692621111835	-1.0	208	9
0	-10.0	0.0	0	0
0	-10.0	0.00807653	6	0
1	-10.0	-1.0	7	3
0	-10.0	0.00032349	4	0
0	-10.0	0.0	0	0
1	-10.0	0.16383845	2	1
0	-10.0	-1.0	8	0
0	-10.0	-1.0	12	0
0	-2.53125239294469	-1.0	22	0
0	-10.0	0.00284669	1	0
1	-10.0	-1.0	1	0
0	-10.0	0.0032246	1	0
0	-10.0	-1.0	2	0
0	-10.0	0.02080829	3	0
0	-10.0	0.00013581	2	0
1	-10.0	0.00188992	16	0
0	0.9435085716051048	-1.0	2	0
0	0.22741961742018105	-1.0	1	0
0	-1.41345273995757	-1.0	4	0
0	-10.0	-1.0	2	0
20	1.61561745402104	-1.0	294	29
0	-10.0	0.0	0	0
0	-10.0	0.03905999	10	0
0	-0.621289904372525	-1.0	2	0
0	-0.398319162766222	-1.0	1	0
0	-10.0	0.05263158	4	0
0	-10.0	0.0	0	0
69	1.85575794331124	-1.0	630	61
0	-10.0	0.0	19	0
0	-10.0	0.01399825	4	0
3	0.92089419949657	-1.0	53	5
0	0.870981889007304	-1.0	1	0
1	0.22775127774414106	-1.0	1	0
69	1.85575794331124	-1.0	620	61
0	-2.24452280861134	0.0002553	5	0
0	-10.0	0.0	10	0
3	0.92089419949657	-1.0	45	5
0	0.60600368210433	-1.0	1	0
0	-10.0	0.0008714	2	0
115	-10.0	-1.0	681	107
0	0.632563101378044	-1.0	4	1
0	1.7506943326587798	0.0	1099	0
50	1.4403444364022198	-1.0	302	34
0	0.0342133655346638	-1.0	2	0
0	-10.0	0.0	0	0
1	-0.9795881504550932	-1.0	1	1
0	-10.0	0.01519273	1	0
1	-0.5574026192666639	-1.0	3	2
0	-10.0	0.09404306	6	0
0	-1.0112647412675602	-1.0	12	1
0	-10.0	0.00211741	3	0
5	0.0159631069818757	-1.0	29	1
0	-1.7616950734389	0.00022662	1	1
1	-0.518750118716703	-1.0	7	1
3	0.745775324318484	-1.0	17	0
0	-10.0	0.0	1	0
16	2.28069632946138	-1.0	116	11
0	-10.0	0.0	5	0
0	-10.0	0.0	0	0
0	-2.53125239294469	-1.0	13	2
1	1.20051500487051	-1.0	1	0
2	-0.104976926414284	-1.0	6	2
54	1.3865979938356998	-1.0	429	58
2	0.755773111623735	-1.0	10	3
1	-10.0	0.16539408	1	1
0	-10.0	-1.0	1	0
0	-10.0	0.00953337	1	1
0	-10.0	-1.0	1	0
0	-10.0	0.0	0	0
3	-10.0	-1.0	67	2
0	-10.0	0.0	0	0
0	-10.0	-1.0	12	0
0	0.535009253041726	-1.0	3	0
0	0.171358829888712	-1.0	1	1
0	-10.0	0.0	0	0
0	-10.0	-1.0	2	1
0	-10.0	0.0	0	0
0	-0.352633837012323	-1.0	1	0
0	-10.0	0.00120054	1	0
0	-10.0	0.0	0	0
0	0.5896378424879251	-1.0	1	0
0	-2.53125239294469	0.00087242	1	0
0	-1.64133350545403	-1.0	5	1
0	-10.0	-1.0	1	0
0	-0.27111816586639004	0.00086829	4	1
2	-2.53125239294469	0.00117314	27	3
0	-10.0	-1.0	1	0
0	0.300988284780644	-1.0	1	0
0	-10.0	0.0	0	0
0	0.8634353475603941	-1.0	6	2
0	-0.591474826913551	0.00181068	3	0
0	1.00427969908572	-1.0	2	1
0	-10.0	0.01598319	1	0
0	0.2302543957324069	-1.0	2	0
0	-10.0	0.0	5	0
1	-10.0	0.16383845	1	1
0	0.283521084248143	-1.0	6	1
0	-1.44320548803424	0.00248644	1	0
0	-10.0	0.0	0	0
0	-10.0	-1.0	3	0
0	-10.0	0.04443024	1	0
0	-10.0	0.03496084	3	0
0	-10.0	-1.0	2	0
1	-2.53125239294469	0.02468652	1	1
0	0.855452492519443	0.00056611	2	0
0	-10.0	-1.0	2	0
0	-10.0	0.0	0	0
0	-10.0	0.0	0	0
0	-10.0	0.00230636	8	0
0	1.04415246618443	0.00167244	1	1
0	-10.0	-1.0	1	0
0	-10.0	0.05555334	1	0
0	-1.59832093214539	0.00219058	3	0
1	0.350211326592323	-1.0	3	1
4	1.02548186684816	-1.0	14	1
1	-10.0	-1.0	1	1
0	-1.26280375509667	0.00104317	1	0
0	-0.25094400602362	0.01780167	1	0
0	-10.0	0.0	0	0
0	-1.72167002427088	0.00125191	8	2
0	-2.53125239294469	0.00348968	1	0
7	0.621193019501797	-1.0	28	9
0	0.489983736503025	0.0	88	0
0	-10.0	-1.0	1	0
0	1.02207728287316	-1.0	14	1
0	-2.53125239294469	0.00031689999999999995	2	0
0	-1.3413263875273798	-1.0	2	1
0	1.071537589513	-1.0	1	0
1	-2.37304664162939	0.00016175	1	1
0	-10.0	-1.0	24	0
9	1.76591206090348	-1.0	68	7
1	-2.53125239294469	-1.0	1	0
3	1.21813756281169	-1.0	35	1
33	1.5076842866674	-1.0	283	29
1	1.4117752478481	-1.0	1	1
0	0.9536935379517032	-1.0	2	0
0	-10.0	0.00415351	1	0
3	0.92089419949657	-1.0	46	5
0	-10.0	0.0	0	0
0	-10.0	0.0	32	0
0	1.071537589513	0.00035411	1	0
0	-10.0	0.00150273	1	0
0	-10.0	0.01105323	1	0
0	-10.0	0.0	2	0
5	1.73652283847572	-1.0	48	8
0	1.071537589513	0.00035411	1	0
0	-10.0	0.0090154	23	2
0	0.7616540134420959	-1.0	1	0
0	-10.0	0.0008714	1	1
0	-10.0	0.00098202	8	1
0	-10.0	0.0	0	0
0	-0.276965016632095	-1.0	14	2
1	-2.02450105591732	-1.0	1	0
1	-0.316748921773001	-1.0	1	1
0	0.195647866848293	-1.0	2	0
0	-10.0	0.00016175	3	0
10	1.1616161595274	-1.0	84	14
0	-10.0	0.0	31	0
0	-10.0	0.0	3	0
12	-10.0	-1.0	34	7
6	-1.20830830104818	-1.0	89	10
0	-0.4499651740701579	0.00059224	1	1
0	-10.0	0.00120555	1	0
0	-10.0	-1.0	2	0
8	0.331001753343709	-1.0	151	10
0	-10.0	0.0	0	0
0	-10.0	-1.0	8	0
0	-10.0	0.01497539	1	0
0	-10.0	0.0	0	0
0	-10.0	0.08029197	3	0
1	-2.20556738605708	0.10534376	17	2
1	0.7400837259669709	-1.0	1	1
0	-10.0	0.01102179	10	1
0	-2.53125239294469	-1.0	44	1
4	-0.520905659259085	-1.0	37	3
0	-10.0	-1.0	2	0
0	0.249588158452674	-1.0	11	2
0	-10.0	0.0090154	22	1
1	2.12635230559952	-1.0	1	1
0	-10.0	0.0042508	1	0
1	-0.546265081406697	-1.0	2	0
0	-10.0	-1.0	23	0
0	-2.53125239294469	0.0002613	3	1
0	-10.0	-1.0	12	0
3	1.19698786079139	-1.0	15	6
0	1.071537589513	-1.0	1	0
24	1.61561745402104	-1.0	291	36
1	-0.118559347933387	-1.0	1	1
0	-10.0	0.0	0	0
0	-10.0	0.0	0	0
15	1.61561745402104	-1.0	150	21
0	-10.0	0.00138572	1	0
0	-10.0	0.0	8	0
0	-10.0	0.00117314	4	0
1	-2.53125239294469	0.00241392	2	0
1	0.0839178411166135	-1.0	1	0
1	-2.53125239294469	0.00090692	1	0
0	-10.0	-1.0	1	0
0	-10.0	0.00120366	1	0
2	0.92089419949657	-1.0	91	2
0	-10.0	0.0	0	0
0	-1.64133350545403	-1.0	5	1
0	-0.620101891456087	-1.0	10	3
0	-10.0	-1.0	27	0
0	-0.179283340106744	-1.0	1	0
0	-10.0	-1.0	8	0
0	-10.0	0.00036337	1	0
0	-10.0	0.0	0	0
0	0.8097464545570551	-1.0	1	0
5	-1.20830830104818	-1.0	64	9
0	-10.0	-1.0	16	0
0	0.870981889007304	-1.0	1	0
0	-10.0	-1.0	2	0
0	-10.0	-1.0	1	0
0	-10.0	-1.0	1	0
0	0.283521084248143	-1.0	6	1
1	-10.0	-1.0	4	1
1	0.641460447573421	0.00051059	1	0
3	1.2538308349233898	-1.0	34	1
0	1.071537589513	-1.0	1	0
0	0.30958313627767303	-1.0	13	0
48	1.2848144484984498	-1.0	473	58
21	1.26702359072398	-1.0	249	25
2	0.546896087045188	-1.0	12	5
19	1.4117752478481	-1.0	124	11
0	-0.501896818351806	-1.0	4	0
0	-10.0	0.01274089	5	0
0	-10.0	0.03905999	13	0
0	-0.195766090886116	-1.0	1	1
0	-10.0	-1.0	1	0
0	-10.0	0.0	18	0
0	-10.0	0.0	0	0
0	-10.0	0.02124755	2	1
0	1.07077133526492	-1.0	1	0
0	-10.0	0.0	12	0
0	-10.0	0.0	0	0
0	-10.0	-1.0	2	0
0	-10.0	0.0	0	0
0	-0.913321979887506	-1.0	1	0
0	-10.0	0.0	0	0
0	-0.276965016632095	-1.0	14	2
3	0.92089419949657	-1.0	44	5
0	-10.0	0.0	0	0
0	-10.0	-1.0	19	0
0	-2.53125239294469	0.00181296	5	0
0	-10.0	0.02124755	2	1
10	1.19274126539726	-1.0	60	8
1	0.0270797286871768	-1.0	7	3
0	-10.0	-1.0	6	0
5	0.9064715418198852	-1.0	22	4
0	0.27563449208652896	-1.0	2	0
0	-0.205866516036128	0.05263158	7	1
0	-0.4499651740701579	-1.0	1	1
1	0.139879949210554	-1.0	17	3
5	-1.20830830104818	-1.0	67	9
0	0.120849520422355	-1.0	9	0
0	-10.0	-1.0	14	0
1	1.10389601923508	-1.0	1	1
0	-10.0	0.00814617	30	0
1	1.20051500487051	-1.0	1	0
2	0.489983736503025	-1.0	29	6
0	-1.89912490049618	-1.0	8	1
1	-1.22866346667112	0.00035439	2	1
0	-10.0	-1.0	2	0
0	-1.85410859332344	-1.0	2	0
0	-10.0	0.0096238	4	0
33	1.48125819030658	-1.0	263	38
5	-10.0	-1.0	9	4
0	-0.896272754813546	-1.0	6	0
0	-1.52476506295171	-1.0	2	2
0	1.42287977291244	0.0	29	0
0	-2.53125239294469	0.0002553	3	1
0	-10.0	0.0	1	0
73	2.8635851780584	-1.0	622	68
0	0.512301276269018	-1.0	2	1
0	-0.095835364724166	-1.0	5	1
0	0.5197513475589429	-1.0	4	0
0	-0.5247883915930971	-1.0	6	0
0	-10.0	0.0	1	0
0	0.303852135642258	-1.0	2	0
1	1.10389601923508	-1.0	1	1
0	-10.0	-1.0	2	0
4	-2.20556738605708	-1.0	54	4
0	-10.0	0.0	0	0
0	0.0159631069818757	0.0	28	0
0	-10.0	-1.0	24	0
0	-10.0	0.0	0	0
0	-10.0	0.00322727	2	1
1	0.535552977244072	-1.0	5	1
0	-10.0	0.00513936	2	0
0	-0.306617770651285	-1.0	5	0
0	-2.05558933069682	-1.0	2	1
5	-1.20830830104818	-1.0	79	11
0	-1.51336493990188	0.00051704	2	0
1	-10.0	-1.0	21	2
14	1.87352776570283	-1.0	156	15
1	-1.7255192173659	0.00045954	27	2
0	1.42287977291244	0.0	33	0
2	-2.40440353152348	-1.0	7	0
1	-2.4817844912350697	0.00031689999999999995	3	0
1	-0.283457115293682	-1.0	1	0
0	-10.0	-1.0	5	0
0	-10.0	-1.0	2	0
1	-10.0	0.18336326	1	1
6	0.331001753343709	-1.0	123	9
0	-10.0	0.0	0	0
22	1.62270207159635	-1.0	195	26
0	-10.0	0.0	0	0
1	-10.0	-1.0	2	1
0	-10.0	0.0	0	0
0	-10.0	-1.0	55	0
0	0.5100557421176409	0.00021802	6	0
0	-10.0	0.0	0	0
0	-10.0	-1.0	2	0
0	-10.0	0.00814617	29	0
0	-10.0	0.0	0	0
0	1.71840487874472	-1.0	7	2
0	-0.3751345149086161	-1.0	3	1
0	-10.0	0.07664015	2	0
0	-10.0	0.00274474	1	0
0	-10.0	-1.0	4	0
0	-10.0	0.0	0	0
1	-1.31385545767678	0.00014535	6	0
1	1.20051500487051	-1.0	2	1
19	-10.0	-1.0	108	17
0	-0.0552427562953708	-1.0	8	1
22	2.05512270012396	-1.0	151	24
1	0.19024634933225096	-1.0	10	0
214	-10.0	-1.0	1153	197
1	-2.53125239294469	-1.0	20	2
1	0.9445666853685892	-1.0	4	0
0	-1.20830830104818	0.00038659	13	4
0	-10.0	0.0	0	0
0	-10.0	-1.0	12	0
33	1.48125819030658	-1.0	332	38
10	1.7506943326587798	-1.0	64	10
16	1.62270207159635	-1.0	108	12
1	1.37038042178382	0.00195908	1	1
0	-10.0	-1.0	1	0
0	-10.0	0.0	0	0
0	-2.53125239294469	0.00348968	1	0
0	-2.53125239294469	0.00247572	4	1
0	0.85613168091323	-1.0	1	0
0	-10.0	-1.0	5	0
0	0.727158008968833	-1.0	2	1
1	-1.17862243488633	-1.0	4	1
0	0.6401308729234431	-1.0	2	0
0	1.01444220209095	-1.0	5	1
1	-10.0	-1.0	2	1
0	-2.53125239294469	-1.0	1	0
3	0.92089419949657	-1.0	75	5
0	0.809853522469097	-1.0	1	0
2	-1.30044255630564	0.00073321	5	2
1	0.944399182183703	-1.0	5	0
1	-2.53125239294469	0.0002907	10	1
24	1.4523550997094	-1.0	199	24
0	-10.0	0.0	0	0
0	-0.281661370009459	-1.0	1	0
0	1.19351584396659	-1.0	2	1
2	1.09049990149323	-1.0	44	3
1	2.12635230559952	-1.0	1	1
0	-2.53125239294469	0.00299115	1	0
0	-10.0	0.00106507	2	0
0	-0.562416285976058	-1.0	8	2
0	0.6490136634916479	-1.0	2	1
3	0.92089419949657	-1.0	47	5
0	-10.0	0.01032073	1	0
0	-10.0	-1.0	1	0
0	-0.710914966222504	-1.0	2	0
0	-10.0	0.0	0	0
111	2.33303410238747	-1.0	1003	124
0	0.440689832265367	-1.0	2	1
6	0.81196708571088	-1.0	25	3
1	0.907478088332837	-1.0	2	1
0	-10.0	-1.0	2	0
0	-0.7081435609180899	-1.0	1	0
0	-10.0	0.0	0	0
0	-10.0	-1.0	15	1
0	-10.0	0.008318700000000002	1	0
1	-0.20551832037056506	-1.0	7	1
0	-10.0	0.0	1156	0
1	0.830941771765424	0.00024734	1	0
0	-0.306617770651285	-1.0	1	0
0	-10.0	0.00121941	2	0
0	0.668156098367835	-1.0	1	0
32	2.1171671566195904	-1.0	272	26
0	-2.20556738605708	0.0	84	0
0	-2.53125239294469	-1.0	3	0
0	-2.53125239294469	0.00196064	1	0
0	-10.0	0.03496084	3	0
13	1.45537278842609	-1.0	159	16
0	-10.0	-1.0	1	0
0	-10.0	0.04423046	2	0
3	0.902794174920586	-1.0	22	3
0	-10.0	0.00014535	1	0
31	1.6402457256544798	-1.0	276	35
1	0.397712598854602	-1.0	20	2
0	-10.0	0.00239942	1	0
0	0.2292294806102449	-1.0	5	0
0	-10.0	0.00284669	1	0
0	0.331001753343709	0.0	112	0
0	-10.0	0.0	0	0
13	-10.0	-1.0	65	10
0	-2.53125239294469	-1.0	6	0
0	-10.0	0.00331854	16	0
4	-1.83657646193973	-1.0	31	6
1	0.2270286846146889	-1.0	25	4
0	-10.0	-1.0	1	0
0	0.2302543957324069	-1.0	2	0
0	0.16575812522746305	-1.0	2	1
28	-10.0	-1.0	180	32
0	-10.0	0.0	0	0
1	0.0270797286871768	-1.0	7	3
1	0.139879949210554	-1.0	9	2
15	1.5259133118920498	-1.0	127	14
0	0.151818915123508	-1.0	1	1
0	-2.53125239294469	0.0002553	4	0
0	0.0889652706906062	-1.0	1	1
28	-10.0	-1.0	189	32
0	-10.0	0.0005814	1	0
7	1.2833021665001298	-1.0	46	7
4	-0.520905659259085	-1.0	36	3
0	-10.0	-1.0	4	0
0	0.5197513475589429	-1.0	4	0
0	-10.0	0.0	6	0
0	0.407270259884353	-1.0	1	1
0	-10.0	-1.0	2	0
0	-2.53125239294469	0.00073979	4	0
1	-1.6058457491179698	0.00053803	1	0
0	-0.00517652707778325	-1.0	1	0
0	-10.0	0.0	0	0
1	0.0839178411166135	-1.0	1	0
1	0.5873445464070961	-1.0	17	3
0	-2.53125239294469	0.00072674	2	0
0	-10.0	0.01178915	6	0
4	0.92089419949657	-1.0	130	7
17	1.4523550997094	-1.0	154	16
0	-10.0	0.0	0	0
0	-2.53125239294469	0.00039105	4	0
10	1.58687489670477	-1.0	105	18
0	1.14506221506853	-1.0	6	1
0	-0.520905659259085	0.0	19	0
0	-10.0	0.00143738	6	0
0	-10.0	0.0	0	0
0	-10.0	-1.0	5	0
0	-10.0	0.0	0	0
0	-10.0	0.0	0	0
9	1.20702378077388	-1.0	128	17
0	-10.0	-1.0	2	0
1	-1.7255192173659	0.00045954	10	2
1	-2.53125239294469	0.00155186	2	0
2	0.489983736503025	-1.0	22	5
0	-10.0	0.0	0	0
0	-10.0	-1.0	1	0
0	-10.0	-1.0	2	0
0	-0.459839002179925	-1.0	2	1
213	-10.0	-1.0	1124	195
33	1.48125819030658	-1.0	269	38
1	1.10389601923508	-1.0	1	1
0	-2.53125239294469	0.00087242	1	0
0	0.769051257589256	0.00016489	1	0
0	-10.0	0.0	16	0
1	-10.0	0.16539408	2	1
0	-10.0	-1.0	1	1
0	-10.0	0.0006449	3	0
0	0.585439388001299	-1.0	1	0
9	0.907478088332837	-1.0	45	9
0	-10.0	0.0	0	0
9	1.9107837988808605	-1.0	86	8
0	-10.0	0.00496089	12	0
0	-2.17119879456163	0.00024262	7	0
0	-2.32607236941561	-1.0	4	1
0	-10.0	0.00157866	1	1
0	-10.0	-1.0	1	0
0	0.221103558891462	-1.0	1	0
56	1.59765633498792	-1.0	508	83
0	1.8087675909150704	-1.0	13	0
0	-10.0	0.0	0	0
0	0.4335802566531379	-1.0	5	0
12	1.45343378844928	-1.0	114	12
33	1.2848144484984498	-1.0	286	38
47	1.40863121588177	-1.0	376	64
0	-10.0	0.04079431	3	0
0	-10.0	0.0	0	0
0	0.7272766685836659	-1.0	3	0
15	2.1171671566195904	-1.0	85	7
1	-10.0	-1.0	2	0
1	-10.0	-1.0	4	1
0	-10.0	-1.0	12	0
1	-1.90912934149524	-1.0	4	1
0	0.167295388089275	-1.0	6	1
1	-0.548812563017975	-1.0	1	1
0	-2.53125239294469	-1.0	1	1
0	-10.0	-1.0	4	2
203	2.05512270012396	-1.0	1563	212
0	-10.0	0.00216624	9	0
0	-2.53125239294469	-1.0	18	2
1	-2.53125239294469	-1.0	1	0
0	-0.006245375737307529	-1.0	2	0
0	-10.0	0.0	0	0
2	0.989948705516919	-1.0	21	4
0	-10.0	0.01965792	2	1
0	-10.0	0.00098202	5	0
0	-10.0	0.0	0	0
0	-10.0	0.00479366	17	0
2	-1.71742496154488	-1.0	3	2
0	0.303852135642258	-1.0	2	0
1	-10.0	-1.0	6	1
0	-10.0	0.00013581	1	1
0	-10.0	-1.0	1	0
1	-10.0	-1.0	2	1
0	-10.0	0.00051004	2	0
8	-10.0	-1.0	27	10
0	-10.0	0.0	0	0
4	0.502421189879266	-1.0	37	9
0	-10.0	-1.0	4	0
214	-10.0	-1.0	1156	197
0	0.335258212314732	-1.0	1	1
0	-10.0	0.00669313	3	0
27	1.61561745402104	-1.0	244	40
0	-10.0	0.00331854	21	0
0	-1.83657646193973	0.0	32	0
17	1.5080116607062095	-1.0	112	21
0	-10.0	0.0	0	0
2	-2.53125239294469	0.00095286	2	0
1	-10.0	0.16539408	2	1
0	-0.8713827618310821	0.00040251	16	2
1	-10.0	-1.0	4	1
1	1.03593237786764	-1.0	1	0
0	-10.0	-1.0	1	0
15	1.57939196096931	-1.0	94	11
0	-10.0	0.04261586	4	0
0	-0.298626540513724	-1.0	1	1
0	-2.33963107990037	-1.0	5	0
0	-2.20556738605708	0.0	28	0
0	-0.16998140542904194	-1.0	1	1
0	-10.0	0.0	0	0
1	-2.53125239294469	0.00051004	2	1
0	-2.53125239294469	-1.0	3	0
0	-10.0	0.0	0	0
7	0.331001753343709	-1.0	171	10
1	-2.20556738605708	0.10534376	21	2
0	-2.53125239294469	0.00181296	5	0
0	-10.0	0.00280197	1	0
0	-10.0	0.00015318	2	0
0	-10.0	0.04423046	1	0
1	-0.7188300670027751	-1.0	3	0
5	0.0159631069818757	-1.0	30	1
0	-0.23099626893382505	-1.0	2	1
0	0.709510503604364	-1.0	1	0
0	-2.4101783616005803	-1.0	1	1
0	-0.7086693648703148	0.00137094	19	1
0	-0.904954370807962	-1.0	3	0
0	-10.0	-1.0	3	0
0	-10.0	0.0	0	0
5	-1.20830830104818	-1.0	83	11
0	-10.0	0.00013581	3	1
0	-10.0	0.0	0	0
1	0.915761639140098	-1.0	1	0
0	-0.7475712751180551	-1.0	1	0
1	-10.0	-1.0	19	2
0	-2.53125239294469	0.00060529	2	1
0	-10.0	-1.0	3	2
1	0.407765147230398	-1.0	3	0
11	1.38693621353245	-1.0	74	11
1	-0.118559347933387	-1.0	1	1
0	1.27946473994475	-1.0	3	1
1	-0.3728775068664721	-1.0	3	0
0	0.0600679634255074	-1.0	12	0
0	-10.0	-1.0	12	0
8	0.331001753343709	-1.0	172	10
0	-10.0	-1.0	1	0
0	0.799147838178188	-1.0	1	0
0	-10.0	0.0	0	0
0	-10.0	0.00060529	2	0
0	-10.0	0.00479366	17	0
6	1.12468653392575	-1.0	68	7
0	-0.628102601809184	-1.0	2	0
1	1.1519412829876	-1.0	5	0
5	-0.467965144344424	-1.0	28	3
1	1.20051500487051	-1.0	1	0
0	-10.0	0.00230536	3	0
1	-10.0	-1.0	1	1
1	0.747330556508857	0.00161747	3	0
0	-10.0	0.0	0	0
3	0.343052619411427	-1.0	13	3
0	0.140906218471867	-1.0	1	0
51	1.87352776570283	-1.0	403	64
0	-10.0	-1.0	1	1
0	-0.0574540188968974	-1.0	1	0
1	0.21336266626974	-1.0	1	0
0	-2.52277730234728	0.00138031	4	1
0	-10.0	0.0	0	0
16	1.2833021665001298	-1.0	103	19
1	0.594627374773298	-1.0	1	0
0	-2.20556738605708	0.0	32	0
0	-2.53125239294469	0.00136677	1	0
0	-10.0	0.0	0	0
8	0.40097387713134497	-1.0	107	11
131	1.87352776570283	-1.0	1111	143
0	-10.0	0.00947266	4	1
0	-2.20556738605708	0.0	74	0
0	-2.53125239294469	-1.0	1	0
0	-10.0	0.0	0	0
0	-10.0	0.0090154	15	1
6	1.19534703454519	-1.0	69	8
0	-10.0	0.0	0	0
0	-1.44320548803424	0.00248644	1	0
0	-10.0	0.03905999	10	0
1	-2.53125239294469	0.00134508	3	1
0	0.6401308729234431	-1.0	2	0
1	-2.20556738605708	0.16957306	18	2
5	0.0159631069818757	-1.0	30	1
17	1.1057027718383	-1.0	215	19
1	0.12715036211410902	-1.0	2	1
1	0.421641670549132	-1.0	2	1
0	-10.0	0.00230536	4	0
0	-10.0	-1.0	1	0
30	1.55913644115543	-1.0	317	43
0	-2.53125239294469	0.00149558	1	0
0	-10.0	-1.0	1	0
23	-10.0	-1.0	96	25
1	-2.53125239294469	0.00056611	1	0
1	-0.0648273143680183	0.03056478	1	0
1	0.40097387713134497	-1.0	11	1
0	-10.0	-1.0	23	0
18	1.4117752478481	-1.0	119	11
0	-0.4811225869256671	-1.0	7	0
0	-0.421401496888153	-1.0	1	0
0	-0.479167205933935	0.00017719999999999994	1	0
6	0.331001753343709	-1.0	122	9
